單位,電話,地址,FLOOR_X,FLOOR_Y
老梅派出所,02-26381272,新北市石門區老梅里老梅路26號,304941.000000,2797899.000000
乾華派出所,02-26381274,新北市石門區草里里阿里荖14之1號,311133.000000,2796749.000000
中民派出所,02-26631254,新北市石碇區中民里石碇仔埔1號,320554.000000,2767039.000000
碧山派出所,02-26651835,新北市石碇區格頭里北宜路五段42號,313801.000000,2760569.000000
豐田派出所,02-26631975,新北市石碇區豊田里磨石坑8號,319795.000000,2762778.000000
楓子出所林派,02-26631285,新北市石碇區豊林里楓子林32號,314813.000000,2767219.000000
石碇分駐所,02-26631240,新北市石碇區潭邊里湳窟20號,316689.000000,2764962.000000
八連派出所,02-26451281,新北市汐止區八連里長青路一八八巷1之1號,311456.000000,2777730.000000
社后派出所,02-26942819,新北市汐止區中興路108號,313906.000000,2772987.000000
橫科派出所,02-26401237,新北市汐止區民權街二段87號,312481.000000,2771199.000000
東山派出所,02-26415841,新北市汐止區東山里汐平路二段68號,320514.000000,2772682.000000
長安派出所,02-86482618,新北市汐止區長安里大同路三段99號,317399.000000,2774532.000000
烘內派出所,02-26462564,新北市汐止區拱北里汐萬路二段230號,315238.000000,2775730.000000
汐止派出所,02-26412827,新北市汐止區義民里大同路二段459號,316589.000000,2773476.000000
汐止分局,02-26412610,新北市汐止區義民里民生街1號,316596.000000,2773529.000000
石槽派出所,02-26656343,新北市坪林區石槽里石槽40號,325444.000000,2753958.000000
坪林分駐所,02-26656281,新北市坪林區坪林里坪林街106號,321855.000000,2758843.000000
金溪派出所,02-26656487,新北市坪林區粗窟里金瓜寮23之1號,318623.000000,2756075.000000
漁光派出所,02-26656910,新北市坪林區漁光里大舌湖24號,324609.000000,2761924.000000
闊瀨派出所,02-26657041,新北市坪林區漁光里楣子寮20號,327867.000000,2762191.000000
江翠派出所,02-22512588,新北市板橋區大同街14號,298162.000000,2768833.000000
大觀派出所,02-22752477,新北市板橋區大安里大觀路二段127號,295013.000000,2765989.000000
新海派出所,02-22586867,新北市板橋區幸福里英士路151號,296419.000000,2768519.000000
新北市政府警察局,02-80725454,新北市板橋區府中路32號,296273.000000,2766948.000000
海山派出所,02-29574370,新北市板橋區長安里漢生東路195號,297438.000000,2767134.000000
海山分局,02-29640322,新北市板橋區長安里漢生東路195號ok,297438.000000,2767133.000000
埔墘派出所,02-29558223,新北市板橋區埔墘里中山路二段286號,298402.000000,2767935.000000
板橋分局,02-29686111,新北市板橋區挹秀里文化路一段52號,296437.000000,2767232.000000
板橋派出所,02-29699446,新北市板橋區挹秀里文化路一段52號,296437.000000,2767232.000000
沙崙派出所,02-26812741,新北市板橋區溪北里溪北路111號,293441.000000,2764562.000000
後埔派出所,02-29615964,新北市板橋區福星里成都街22號,296516.000000,2766388.000000
信義派出所,02-29592317,新北市板橋區廣權路28號,296553.000000,2764905.000000
下福派出所,02-26062835,新北市林口區下福里下福6號,281749.000000,2776911.000000
文化派出所,02-26095766,新北市林口區東勢里麗園一街5號,287952.000000,2773839.000000
林口分駐所,02-26011630,新北市林口區林口里中正路102-號,289723.000000,2774400.000000
瑞平派出所,02-26052724,新北市林口區瑞平里44號,283597.000000,2779369.000000
金山派出所,02-24982009,新北市金山區大同里民生路65號,314556.000000,2790336.000000
金山分局,02-24986544,新北市金山區大同里民生路65號,314556.000000,2790336.000000
重光派出所,02-24982470,新北市金山區重和里茅埔頭8號,310855.000000,2789866.000000
中角派出所,02-24982136,新北市金山區萬壽里海興路87號,313769.000000,2792598.000000
明志派出所,02-29069881,新北市泰山區明志路二段426號,292855.000000,2770697.000000
泰山分駐所,02-29097947,新北市泰山區福泰里泰林路二段214號,293690.000000,2772679.000000
孝義派出所,02-26616139,新北市烏來區孝義里阿玉路2號,308929.000000,2748588.000000
忠治派出所,02-26616533,新北市烏來區忠治里142號,305079.000000,2753159.000000
信賢派出所,02-26616400,新北市烏來區信賢里信福路11號,303180.000000,2747963.000000
烏來分駐所,02-26616410,新北市烏來區烏來里烏來街45號,305781.000000,2750912.000000
福山派出所,02-26616260,新北市烏來區福山里李茂岸30號,300744.000000,2741278.000000
吉林派出所,02-24941534,新北市貢寮區吉林里枋腳街4號,339496.000000,2766539.000000
和美派出所,02-24901504,新北市貢寮區和美里和美街30號,342160.000000,2775278.000000
澳底派出所,02-24901074,新北市貢寮區真理里延平街36號,343292.000000,2772343.000000
貢寮分駐所,02-24941304,新北市貢寮區貢寮里朝陽街56-1號,341842.000000,2768515.000000
卯澳派出所,02-24991540,新北市貢寮區福隆里福連街18號,349709.000000,2767571.000000
福隆派出所,02-24991541,新北市貢寮區福隆里福隆街19號,345353.000000,2767937.000000
水碓派出所,02-26212491,新北市淡水區中山北路1段160號,294791.000000,2785598.000000
水源派出所,02-26200534,新北市淡水區水源里北新路二段19號,298183.000000,2786446.000000
竹圍派出所,02-28092831,新北市淡水區竹圍里民權路32號,296360.000000,2781079.000000
淡水分局,02-26212069,新北市淡水區新生里中正路229號,294012.000000,2784967.000000
中正路派出所,02-26212752,新北市淡水區新生里中正路318之1號,294026.000000,2784979.000000
賢孝派出所,02-28011505,新北市淡水區賢孝里淡金路五段72號,295809.000000,2791722.000000
中山路派出所,02-26212753,新北市淡水區鄧公里中正東路40號,295173.000000,2784329.000000
興仁派出所,02-26236399,新北市淡水區興仁里興仁路93號,295528.000000,2789972.000000
深坑分駐所,02-26621658,新北市深坑區深坑里深坑街55號,312107.000000,2766106.000000
新店分局,02-29111170,新北市新店區五峰里北新路一段86號,304692.000000,2762297.000000
安康派出所,02-22121173,新北市新店區公崙里安康路二段70號,301952.000000,2761853.000000
頂城派出所,02-2211802-3,新北市新店區太平里碧潭路75號2樓,303956.000000,2761121.000000
安和派出所,02-29467780,新北市新店區永平里安和路一段1號,302163.000000,2761876.000000
屈尺派出所,02-26667439,新北市新店區屈尺里屈尺路82號,305166.000000,2757327.000000
江陵派出所,02-29112165,新北市新店區明德里北新路二段183號,304782.000000,2763390.000000
直潭派出所,02-26667324,新北市新店區直潭里直潭十街27號,303983.000000,2759073.000000
青潭派出所,02-22171146,新北市新店區員潭里北宜路二段417號,306545.000000,2760862.000000
碧潭派出所,02-29171178,新北市新店區新生里北新路一段129號,304463.000000,2761768.000000
龜山派出所,02-26667560,新北市新店區龜山里新烏路三段152號,305739.000000,2755097.000000
雙城派出所,02-22159265,新北市新店區雙城里安康路三段209號,299259.000000,2760516.000000
中平派出所,02-89919755,新北市新莊區中平里中平路286號,294889.000000,2771499.000000
中港派出所,02-29922112,新北市新莊區中華里中港路352號,295604.000000,2770989.000000
頭前派出所,02-29921043,新北市新莊區化成里化成路305號,297010.000000,2772001.000000
光華派出所,02-2202-2677,新北市新莊區光正里民安西路141號,293038.000000,2767732.000000
新莊派出所,02-29924018,新北市新莊區新莊路212號,295732.000000,2769683.000000
新莊分局,02-29924034,新北市新莊區榮和里中正路150號,295595.000000,2769899.000000
五工派出所,02-22993050,新北市新莊區福興里五工路95之1號,296184.000000,2772868.000000
福營派出所,02-29068302,新北市新莊區福營里福營路101號,293824.000000,2769421.000000
丹鳳派出所,02-29083119,新北市新莊區雙鳳里4鄰雙鳳路75號,291873.000000,2768905.000000
猴硐派出所,02-24972527,新北市瑞芳區弓橋里九芎橋路96號,334053.000000,2776439.000000
金瓜石派出所,02-24961528,新北市瑞芳區瓜山里金光路51號,336507.000000,2778050.000000
四腳亭派出所,02-24576947,新北市瑞芳區吉慶里瑞竹路124號,326848.000000,2777537.000000
瑞芳分局,02-24062602-,新北市瑞芳區明燈路三段25號,331462.000000,2777939.000000
大寮派出所,02-24972608,新北市瑞芳區桀魚里桀魚坑路278號,329411.000000,2777829.000000
瑞濱派出所,02-24972009,新北市瑞芳區瑞濱里建基路一段5之1號,332651.000000,2779430.000000
九份派出所,02-24972609,新北市瑞芳區頌德里豎崎路24號,334896.000000,2777939.000000
鼻頭派出所,02-24911579,新北市瑞芳區鼻頭里鼻頭路101號,342721.000000,2779498.000000
水湳洞派出所,02-24961529,新北市瑞芳區濂洞里洞頂路8號,336941.000000,2779519.000000
瑞芳派出所,02-24972141,新北市瑞芳區龍興里明燈路三段25號,331462.000000,2777939.000000
大鵬派出所,02-24982475,新北市萬里區大鵬里加投路81號,315186.000000,2789478.000000
萬里分駐所,02-24922122,新北市萬里區中幅里112-1號,319206.000000,2785159.000000
崁腳派出所,02-24922740,新北市萬里區崁腳里崁腳路38號,315778.000000,2783828.000000
野柳派出所,02-24922510,新北市萬里區野柳里港西路9號,319031.000000,2788528.000000
三多派出所,02-26894108,新北市樹林區三福里三福街72號,290840.000000,2767645.000000
山佳派出所,02-26806114,新北市樹林區中山里中山路三段38號,289866.000000,2762808.000000
柑園派出所,02-26801075,新北市樹林區柑園里佳園路三段11號,289171.000000,2760787.000000
彭厝派出所,02-86868077,新北市樹林區國凱街65號,292470.000000,2763517.000000
樹林分局,02-26812101,新北市樹林區潭底里保安街一段283號,292291.000000,2765481.000000
樹林派出所,02-26812034,新北市樹林區樹北里區前街35號,292955.000000,2764952.000000
平林派出所,02-24931794,新北市雙溪區上林里內平林47號,334072.000000,2769399.000000
柑腳派出所,02-24931744,新北市雙溪區外柑里外柑腳37號,330828.000000,2767369.000000
牡丹派出所,02-24931340,新北市雙溪區牡丹里牡丹106號,335739.000000,2772683.000000
太平派出所,02-24933317,新北市雙溪區泰平里大平路62號,333379.000000,2762880.000000
雙溪分駐所,02-24931059,新北市雙溪區雙溪里太平路64號,337317.000000,2770027.000000
蘆洲派出所,02-22855966,新北市蘆洲區仁復里中山二路92號,297686.000000,2774938.000000
集賢派出所,02-8283211,新北市蘆洲區仁義里集賢路245號,298579.000000,2775258.000000
延平派出所,02-82821991,新北市蘆洲區忠義里長安街108巷2號,296545.000000,2774922.000000
蘆洲分局,02-22810555,新北市蘆洲區南港里三民路609號,296447.000000,2776263.000000
三民派出所,02-22823775,新北市蘆洲區南港里三民路609號,296447.000000,2776263.000000
二橋派出所,02-26781225,新北市鶯歌區中正三路6號,284282.000000,2759488.000000
湖山派出所,02-26792474,新北市鶯歌區中湖里大湖路370號,284954.000000,2762836.000000
鶯歌分駐所,02-2679202-4,新北市鶯歌區西鶯里中正一路195號,285649.000000,2761015.000000
鳳鳴派出所,02-26789110,新北市鶯歌區鳳鳴里莒光街20號,283561.000000,2762084.000000
新竹市警察局,03-5249234,新竹市北區大同里中山路1號,246820.000000,2744331.000000
西門派出所,03-5222452,新竹市北區中山路300號,246078.000000,2743844.000000
北門派出所,03-5222223,新竹市北區北大路218號,246467.000000,2744514.000000
樹林頭派出所,03-5267652,新竹市北區竹光路290號,245500.000000,2744767.000000
南寮派出所,03-5362334,新竹市北區東大路三段541號,243678.000000,2748101.000000
湳雅派出所,03-5356710,新竹市北區湳雅街116號,247271.000000,2745797.000000
第一分局,03-5235451,新竹市竹光路290號,245500.000000,2744767.000000
關東橋派出所,03-5775758,新竹市東區介壽路200號,252150.000000,2741599.000000
埔頂派出所,03-5773999,新竹市東區光復路一段568號,250795.000000,2742410.000000
第二分局,03-5728750,新竹市東區光復路二段798號,248585.000000,2743803.000000
東勢派出所,03-5728758,新竹市東區光復路二段798號,248585.000000,2743803.000000
青草湖派出所,03-5201563,新竹市東區明湖路666號,246602.000000,2740751.000000
東門派出所,03-5222607,新竹市東區東門街87號,246948.000000,2744082.000000
南門派出所,03-5248336,新竹市東區勝利路85號,246728.000000,2743650.000000
文華派出所,03-5332120,新竹市東區經國路一段488號,247686.000000,2745252.000000
朝山派出所,03-5373165,新竹市香山區中華路五段690號,241372.000000,2739889.000000
香山派出所,03-5386348,新竹市香山區牛埔路432號,244199.000000,2743363.000000
中華派出所,03-5302487,新竹市香山區香山里二鄰大庄路105號,242552.000000,2742673.000000
第三分局,03-5380040,新竹市香山區埔前里牛埔路432號,244199.000000,2743363.000000
茅圃派出所,03-5851249,新竹縣五峰鄉大隘村十四鄰278號,260460.000000,2723204.000000
五峰分駐所,03-5851029,新竹縣五峰鄉大隘村六鄰五峰96號,262130.000000,2724997.000000
玉峰派出所,03-5847202,新竹縣五峰鄉玉峰村五鄰玉峰45號,280412.000000,2728144.000000
泰平派出所,03-5847202,新竹縣五峰鄉玉峰村五鄰玉峰55號,282708.000000,2728799.000000
石磊派出所,03-5847202,新竹縣五峰鄉玉峰村五鄰玉峰55號,280440.000000,2728155.000000
忠興派出所,03-5851214,新竹縣五峰鄉竹林村一鄰羅山20號,264964.000000,2724217.000000
羅山派出所,03-5851214,新竹縣五峰鄉竹林村一鄰羅山20號,265013.000000,2724207.000000
花園派出所,03-5851147,新竹縣五峰鄉花園村五鄰93號,265327.000000,2727229.000000
桃山派出所,03-5856043,新竹縣五峰鄉桃山村二鄰桃山20號,261047.000000,2721123.000000
雲山派出所,03-5856043,新竹縣五峰鄉桃山村二鄰桃山20號,261047.000000,2721123.000000
石鹿派出所,03-5856045,新竹縣五峰鄉桃山村十六鄰清泉277號,260444.000000,2718481.000000
清泉派出所,03-5856045,新竹縣五峰鄉桃山村十六鄰清泉277號,260444.000000,2718481.000000
北埔分駐所,03-5802214,新竹縣北埔鄉南興村南興街70號,255775.000000,2732436.000000
田埔派出所,03-5847238,新竹縣尖石鄉玉峰村一鄰宇老1號,278592.000000,2729025.000000
宇老派出所,03-5847238,新竹縣尖石鄉玉峰村一鄰宇老1號,278592.000000,2729025.000000
秀巒派出所,03-5847523,新竹縣尖石鄉秀巒村4鄰控溪1號,278824.000000,2723353.000000
新光派出所,03-5847322,新竹縣尖石鄉秀巒村七鄰泰岡43號,280740.000000,2719609.000000
泰崗派出所,03-5847322,新竹縣尖石鄉秀巒村七鄰泰岡43號,280171.000000,2722842.000000
竹園派出所,03-5841681,新竹縣尖石鄉梅花一鄰梅花9號,271116.000000,2730282.000000
梅山派出所,03-5841681,新竹縣尖石鄉梅花一鄰梅花9號,271116.000000,2730282.000000
新樂派出所,03-5841676,新竹縣尖石鄉新樂村一鄰水田21號,275346.000000,2736140.000000
煤源派出所,03-5841676,新竹縣尖石鄉新樂村一鄰水田21號,275346.000000,2736140.000000
尖石分駐所,03-5841144,新竹縣尖石鄉嘉樂村2鄰37號,270360.000000,2733159.000000
那羅派出所,03-5841682,新竹縣尖石鄉錦屏村八鄰那羅22號,273983.000000,2730168.000000
三民派出所,03-5556270,新竹縣竹北市三民路345號,250902.000000,2747496.000000
鳳岡派出所,03-5561769,新竹縣竹北市大義里鳳岡路三段238號,246302.000000,2750373.000000
新竹縣政府警察局,03-5513523,新竹縣竹北市斗崙里光明六路12號,251138.000000,2746608.000000
豐田派出所,03-5564768,新竹縣竹北市白地里中正西路1550號,246390.000000,2748359.000000
竹北派出所,03-5552031,新竹縣竹北市竹義里中華路383號,250541.000000,2747873.000000
六家派出所,03-5680308,新竹縣竹北市自強北路81號,250196.000000,2746560.000000
竹北分局,03-5552029,新竹縣竹北市博愛街16號,250245.000000,2746750.000000
高鐵派出所,03-6578272,新竹縣竹北市隘口二路175號辦公,253850.000000,2744147.000000
二重埔派出所,03-5823504,新竹縣竹東鎮二重里中興路三段95號,255771.000000,2739914.000000
上坪派出所,03-5961744,新竹縣竹東鎮上坪里上坪86號,262171.000000,2728563.000000
下公館派出所,03-5948392,新竹縣竹東鎮中豐路1段88號,259978.000000,2735107.000000
竹東派出所,03-5962057,新竹縣竹東鎮商華里康寧街93號,258783.000000,2736722.000000
竹東分局,03-5962081,新竹縣竹東鎮商華里康寧街93號,258783.000000,2736722.000000
竹南分局,037-478032,新竹縣竹南鎮竹南里民族街72號,237708.000000,2730910.000000
芎林分駐所,03-5924572,新竹縣芎林鄉文林村文山路349號,258191.000000,2740848.000000
秀湖派出所,03-5932812,新竹縣芎林鄉秀湖村五和街5號,261835.000000,2736331.000000
峨眉分駐所,03-5800344,新竹縣峨眉鄉峨眉村峨嵋街1號,252201.000000,2731219.000000
富興派出所,03-5806584,新竹縣峨眉鄉富興村太平街4號,248775.000000,2731097.000000
湖口分駐所,03-5992034,新竹縣湖口鄉孝勢村中山路二段114號,254422.000000,2754893.000000
湖鏡派出所,03-5690646,新竹縣湖口鄉湖口村八德路二段142巷11號,255940.000000,2752266.000000
新工派出所,03-5981561,新竹縣湖口鄉鳳凰村文化路146號,251653.000000,2751520.000000
褒忠派出所,03-5882094,新竹縣新埔鎮下寮里義民路三段329號,253630.000000,2748406.000000
新埔分局,03-5882004,新竹縣新埔鎮新明里中正路475號,257527.000000,2746681.000000
新埔派出所,03-5882034,新竹縣新埔鎮新明里中正路475號,257527.000000,2746681.000000
照門派出所,03-5899194,新竹縣新埔鎮照門里九鄰照鏡路26號,261698.000000,2748832.000000
寶石派出所,03-5882064,新竹縣新埔鎮寶石里文德路二段599號,257853.000000,2745446.000000
後湖派出所,03-5680164,新竹縣新豐鄉後湖村六鄰後湖子115號,250810.000000,2758280.000000
新豐分駐所,03-5594052,新竹縣新豐鄉重興村建與路二段788號,248737.000000,2754779.000000
山崎派出所,03-5592736,新竹縣新豐鄉員山村新興路215號,249596.000000,2751356.000000
內灣派出所,03-5849164,新竹縣橫山鄉內灣村四鄰141號,268649.000000,2732969.000000
沙坑派出所,03-5811054,新竹縣橫山鄉沙坑村中豐路三段10巷1號,266469.000000,2736626.000000
橫山派出所,03-5931002,新竹縣橫山鄉新興村新興街103號,264319.000000,2734360.000000
橫山分局,03-5931004,新竹縣橫山鄉新興村新興街103號,264319.000000,2734360.000000
橫村派出所,03-5934387,新竹縣橫山鄉橫山村一鄰治安街1號,261936.000000,2734599.000000
玉山派出所,03-5476334,新竹縣關西鎮玉山里四鄰21號,271096.000000,2739004.000000
坪林派出所,03-5868060,新竹縣關西鎮石光里392號,263958.000000,2743809.000000
石光派出所,03-5868060,新竹縣關西鎮石光里392號,262996.000000,2745149.000000
東安派出所,03-5872301,新竹縣關西鎮東安里中山東路100號,268431.000000,2742544.000000
南華派出所,03-5872301,新竹縣關西鎮東安里中山東路100號,268431.000000,2742544.000000
關西分駐所,03-5872007,新竹縣關西鎮東興里中正路92號,267858.000000,2742511.000000
錦山派出所,03-5478174,新竹縣關西鎮錦山里二鄰21號,271907.000000,2740242.000000
新城派出所,03-5762353,新竹縣寶山鄉新城村寶新路421號,246676.000000,2736270.000000
寶山分駐所,03-5204139,新竹縣寶山鄉雙溪村三峰路2號,249088.000000,2739792.000000
楓橋派出所,03-5761140,新竹縣寶山鄉寶山村五鄰新湖路309號,252828.000000,2736276.000000
嘉義市政府警察局,05-2220671,嘉義市中山路195號,194287.000000,2597698.000000
公園派出所,05-2783141,嘉義市中山路2號,195156.000000,2597851.000000
長榮派出所,05-2222206,嘉義市中山路567號,193113.000000,2597454.000000
八掌派出所,05-2867110,嘉義市世賢路三段451號,192556.000000,2595535.000000
北鎮派出所,05-2322732,嘉義市北港路280號,191944.000000,2597492.000000
第一分局,05-2348006,嘉義市北港路280號,191944.000000,2597492.000000
南門派出所,05-2222725,嘉義市民族路230號,194371.000000,2597178.000000
長竹派出所,05-2770641,嘉義市民權東路34號,196954.000000,2597821.000000
北門派出所,05-2782727,嘉義市民權路268號,194031.000000,2597855.000000
興安派出所,05-2224593,嘉義市吳鳳南路367號,194399.000000,2595757.000000
新南派出所,05-2222731,嘉義市吳鳳南路75號,194257.000000,2596644.000000
後湖派出所,05-2762726,嘉義市忠孝路537號,193877.000000,2599595.000000
第二分局,05-2254393,嘉義市東區吳鳳南路367號,194399.000000,2595757.000000
北興派出所,05-2321294,嘉義市博愛路一段506號,193029.000000,2598106.000000
竹園派出所,05-2356144,嘉義市博愛路二段455號,192006.000000,2596768.000000
大美派出所,05-2952905,嘉義縣大林鎮大美里1號,199472.000000,2611100.000000
大林分駐所,05-2652850,嘉義縣大林鎮西林里中山路86-2號,194400.000000,2611174.000000
溝背派出所,05-2952902,嘉義縣大林鎮義和里2號,197700.000000,2612359.000000
大埔分駐所,05-2521034,嘉義縣大埔鄉大埔村133號,208668.000000,2577356.000000
中埔分局,05-2531013,嘉義縣中埔鄉中埔村中正路66號,201337.000000,2591402.000000
中埔派出所,05-2531203,嘉義縣中埔鄉中埔村中正路66號,201337.000000,2591402.000000
石弄派出所,05-2531204,嘉義縣中埔鄉石弄村石弄57號,203450.000000,2590660.000000
同仁派出所,05-2531201,嘉義縣中埔鄉同仁村同仁99號,200195.000000,2589276.000000
三和派出所,05-2309091,嘉義縣中埔鄉和興村中華路827號,194734.000000,2594144.000000
東興派出所,05-2532050,嘉義縣中埔鄉東興村17號,202067.000000,2583260.000000
頂六派出所,05-2393984,嘉義縣中埔鄉富收村頂中下街60號,198013.000000,2594024.000000
義仁派出所,05-2531202,嘉義縣中埔鄉隆興村汴頭11號,202295.000000,2593180.000000
六家派出所,05-3780843,嘉義縣六腳鄉六腳村5號,173840.000000,2600550.000000
永竹派出所,05-3780845,嘉義縣六腳鄉竹本村9之26號,174885.000000,2602700.000000
北美派出所,05-7811105,嘉義縣六腳鄉崙陽村183號,178315.000000,2605590.000000
六美派出所,05-3802244,嘉義縣六腳鄉港美村28號,177400.000000,2603180.000000
六腳分駐所,05-3802008,嘉義縣六腳鄉蒜頭村75號,177635.000000,2598991.000000
太保分駐所,05-3711555,嘉義縣太保市太保里23號,181761.000000,2594720.000000
嘉義縣警察局,05-3620237-,嘉義縣太保市安仁里祥和一路東段3號,177963.000000,2595252.000000
南新派出所,05-2373022,嘉義縣太保市南新里北港路二段50號,187003.000000,2599421.000000
新埤派出所,05-3612280,嘉義縣太保市舊埤里新埤9號,181857.000000,2598807.000000
成功派出所,05-2392064,嘉義縣水上鄉三界村156號,196369.000000,2592280.000000
南靖派出所,05-2682364,嘉義縣水上鄉三鎮村三鎮路51號,187289.000000,2590315.000000
中莊派出所,05-2890654,嘉義縣水上鄉中庄村66號,192588.000000,2591050.000000
水上派出所,05-2682264,嘉義縣水上鄉水上村中山路二段291號,188421.000000,2592300.000000
水上分局,05-2682025,嘉義縣水上鄉水頭村中興路528號,188608.000000,2592269.000000
柳林派出所,05-2682515,嘉義縣水上鄉柳鄉村柳子林119號,190498.000000,2592913.000000
過溝派出所,05-3451064,嘉義縣布袋鎮中安里110號,165980.000000,2590500.000000
布袋分局,05-3472574,嘉義縣布袋鎮光復里自由路1號,164789.000000,2586423.000000
布袋派出所,05-3472047,嘉義縣布袋鎮岑海里中山路206號,163361.000000,2586611.000000
景山派出所,05-3472607,嘉義縣布袋鎮東港里埔仔庴34號,166955.000000,2585840.000000
新塭派出所,05-3431154,嘉義縣布袋鎮新民里293號,164033.000000,2580860.000000
北斗派出所,05-2213731,嘉義縣民雄鄉北斗村17號,194617.000000,2603560.000000
民雄分局,05-2262014,嘉義縣民雄鄉東榮村民族路21號,191870.000000,2605844.000000
民雄派出所,05-2262192,嘉義縣民雄鄉東榮村民族路32號,191806.000000,2605912.000000
菁埔派出所,05-2263510,嘉義縣民雄鄉菁埔路138號,188608.000000,2606050.000000
民興派出所,05-2213735,嘉義縣民雄鄉興中村10號,190901.000000,2602620.000000
豐收派出所,05-2262732,嘉義縣民雄鄉豐收村好收路48號,193827.000000,2606691.000000
大鄉派出所,05-3792091,嘉義縣朴子市大鄉里223號,174360.000000,2595480.000000
朴子派出所,05-3792014,嘉義縣朴子市永和里光復路33號,173011.000000,2595952.000000
朴子分局,05-3793584,嘉義縣朴子市永和里光復路33號,173011.000000,2595952.000000
竹村派出所,05-3693219,嘉義縣朴子市竹村里14之6號,173055.000000,2592431.000000
松梅派出所,05-3691572,嘉義縣朴子市梅華里牛挑灣108號,173921.000000,2589847.000000
雙溪派出所,05-3794553,嘉義縣朴子市溪口里145號,176318.000000,2597930.000000
中和派出所,05-2561054,嘉義縣竹崎鄉中和村奮起湖2鄰24號,219034.000000,2599926.000000
仁壽派出所,05-2501454,嘉義縣竹崎鄉仁壽村2鄰交力坪30號,213607.000000,2603207.000000
內埔派出所,05-2541040,嘉義縣竹崎鄉元興路112號,204992.000000,2598066.000000
竹崎分局,05-2611089,嘉義縣竹崎鄉竹崎村中山路72號,204135.000000,2602283.000000
竹崎派出所,05-2611336,嘉義縣竹崎鄉竹崎村中山路72號,204135.000000,2602283.000000
鹿滿派出所,05-2611255,嘉義縣竹崎鄉鹿滿村鹿鳴路56號,202229.000000,2599500.000000
復金派出所,05-2611254,嘉義縣竹崎鄉復金村11鄰52號,206108.000000,2602590.000000
仁和派出所,05-2110056,嘉義縣竹崎鄉獅埜村1鄰東義8號,198022.000000,2601089.000000
龍山派出所,05-2611256,嘉義縣竹崎鄉龍山村瓦厝埔5號,206712.000000,2601730.000000
三江派出所,05-3732501,嘉義縣東石鄉三家村1號,165523.000000,2596880.000000
下楫派出所,05-3601849,嘉義縣東石鄉下楫村137號,167952.000000,2598461.000000
東石分駐所,05-3732240,嘉義縣東石鄉東石村36之2號,163160.000000,2595070.000000
龍崗派出所,05-3451740,嘉義縣東石鄉東崙村62號,167391.000000,2592471.000000
港墘派出所,05-3793564,嘉義縣東石鄉港墘村91號,169530.000000,2595680.000000
十字派出所,05-2511223,嘉義縣阿里山鄉十字村28號,224897.000000,2598810.000000
山美派出所,05-2586154,嘉義縣阿里山鄉山美村52號,216086.000000,2586800.000000
阿里山派出所,05-2679975,嘉義縣阿里山鄉中正村62號,230915.000000,2601100.000000
里佳派出所,05-2511124,嘉義縣阿里山鄉里佳村50號,221505.000000,2589060.000000
來吉派出所,05-2661185,嘉義縣阿里山鄉來吉村95號,223435.000000,2602970.000000
新美派出所,05-2513079,嘉義縣阿里山鄉新美村56號,217635.000000,2581660.000000
達邦分駐所,05-2511006,嘉義縣阿里山鄉達邦村25號,224355.000000,2594440.000000
樂野派出所,05-2561325,嘉義縣阿里山鄉樂野村1鄰樂野路4號,219655.000000,2596627.000000
大南派出所,05-2621412,嘉義縣梅山鄉大南村南勢坑48號,204231.000000,2605608.000000
太平派出所,05-2571202,嘉義縣梅山鄉太平村42號,209281.000000,2606360.000000
太和派出所,05-2661055,嘉義縣梅山鄉太和村哈里味24號,221811.000000,2603730.000000
梅山分駐所,05-2621003,嘉義縣梅山鄉梅東村中山路68號,204990.000000,2608756.000000
瑞里派出所,05-2501041,嘉義縣梅山鄉瑞里村幼葉林120號,215769.000000,2604146.000000
下潭派出所,05-3651303,嘉義縣鹿草鄉光潭村152號,177137.000000,2586090.000000
鹿草分駐所,05-3752302,嘉義縣鹿草鄉西井村286號,179294.000000,2590031.000000
後堀派出所,05-3752444,嘉義縣鹿草鄉後堀村61號,182845.000000,2589270.000000
番路分駐所,05-2591212,嘉義縣番路鄉下坑村菜公店27號,204513.000000,2595784.000000
公田派出所,05-2586114,嘉義縣番路鄉公興村中寮30號,213431.000000,2591378.000000
觸口派出所,05-2591358,嘉義縣番路鄉觸口村16鄰147號,208989.000000,2593230.000000
新港分駐所,05-3742009,嘉義縣新港鄉大興村中正路47號,183275.000000,2606058.000000
月眉派出所,05-3772524,嘉義縣新港鄉月潭村204號,183812.000000,2602312.000000
安和派出所,05-3772104,嘉義縣新港鄉安和村番婆16號,180035.000000,2601359.000000
南港派出所,05-7811618,嘉義縣新港鄉南港村1號,180381.000000,2606570.000000
埤頭派出所,05-3760853,嘉義縣新港鄉埤子村32號,185237.000000,2609400.000000
柳溝派出所,05-2691182,嘉義縣溪口鄉柳溝村阿蓮庄7號,191187.000000,2609731.000000
溪口分駐所,05-2691009,嘉義縣溪口鄉溪東村中正路142號,188332.000000,2611255.000000
義竹分駐所,05-3412009,嘉義縣義竹鄉仁里村5鄰義竹359號之5,172220.000000,2581635.000000
過路派出所,05-3436575,嘉義縣義竹鄉西過村301號,168847.000000,2578300.000000
光榮派出所,05-3411223,嘉義縣義竹鄉東光村7號,173048.000000,2586234.000000
新店派出所,05-3426104,嘉義縣義竹鄉新店村3號,167957.000000,2581870.000000
二水分駐所,04-8790015,彰化縣二水鄉二水村員集路三段711號,210831.000000,2634109.000000
